array_id,scenario,design,sim_id,n_total_enrolled,n_possible_enrolled,estMTD,estMTDCode,trueMTD,RP2D,RP2DCode,RP2DAcceptable,bestP2D,estEff_at_estMTD,num_at_estMTD
795,5,3pl3:Bayes:DEC:Bayes,1739,18,18,3,1Y,3,3,1Y,1,3,0.442857142857143,6
795,5,3pl3:Bayes:DEC:Bayes,1740,24,24,3,1Y,3,3,1Y,1,3,0.442857142857143,6
795,5,3pl3:Bayes:DEC:Bayes,1741,15,15,2,1Y,3,0,1EN,0,3,0.0142857142857143,6
795,5,3pl3:Bayes:DEC:Bayes,1742,9,9,1,1Y,3,0,1EN,0,3,0.0142857142857143,6
795,5,3pl3:Bayes:DEC:Bayes,1743,18,18,3,1Y,3,3,1Y,1,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1744,9,9,1,1Y,3,1,1Y,0,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1745,21,21,3,1Y,3,3,1Y,1,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1746,12,12,1,1Y,3,1,1Y,0,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1747,12,12,2,1Y,3,2,1Y,0,3,0.3,6
795,5,3pl3:Bayes:DEC:Bayes,1748,18,18,3,1Y,3,3,1Y,1,3,0.3,6
795,5,3pl3:Bayes:DEC:Bayes,1749,21,21,3,1Y,3,3,1Y,1,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1750,15,15,2,1Y,3,2,1Y,0,3,0.585714285714286,6
795,5,3pl3:Bayes:DEC:Bayes,1751,15,15,2,1Y,3,2,1Y,0,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1752,15,15,2,1Y,3,2,1Y,0,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1753,24,24,2,1Y,3,2,1Y,0,3,0.3,6
795,5,3pl3:Bayes:DEC:Bayes,1754,12,12,1,1Y,3,1,1Y,0,3,0.157142857142857,6
795,5,3pl3:Bayes:DEC:Bayes,1755,15,15,3,1Y,3,3,1Y,1,3,0.442857142857143,6
795,5,3pl3:Bayes:DEC:Bayes,1756,27,27,3,1Y,3,0,1EN,0,3,0.0142857142857143,6
795,5,3pl3:Bayes:DEC:Bayes,1757,15,15,2,1Y,3,2,1Y,0,3,0.3,6
795,5,3pl3:Bayes:DEC:Bayes,1758,3,3,0,1N,3,0,1TN,0,3,NA,0
795,5,3pl3:Bayes:DEC:Bayes,1759,18,18,3,1Y,3,3,1Y,1,3,0.3,6
795,5,3pl3:Bayes:DEC:Bayes,1760,6,6,0,1N,3,0,1TN,0,3,NA,0
795,5,3pl3:none:DEC:Bayes,1739,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1740,24,24,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1741,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1742,9,9,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1743,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1744,9,9,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1745,21,21,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1746,12,12,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1747,12,12,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1748,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1749,21,21,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1750,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1751,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1752,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1753,24,24,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1754,12,12,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1755,15,15,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1756,27,27,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1757,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:Bayes,1758,3,3,0,1N,3,0,1TN,0,3,NA,0
795,5,3pl3:none:DEC:Bayes,1759,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:Bayes,1760,6,6,0,1N,3,0,1TN,0,3,NA,0
795,5,3pl3:none:DEC:BIsoReg,1739,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1740,24,24,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1741,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1742,9,9,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1743,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1744,9,9,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1745,21,21,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1746,12,12,1,1Y,3,1,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1747,12,12,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1748,18,18,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1749,21,21,3,1Y,3,3,1Y,1,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1750,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1751,15,15,2,1Y,3,2,1Y,0,3,NA,6
795,5,3pl3:none:DEC:BIsoReg,1752,15,15,2,1Y,3,2,1Y,0,3,NA,6
